ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
OLDER ADULT CENTER CONTRACTS,C5807,RAIN MIDDLETOWN OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,3035 Middletown Road,BRONX,NY,10461,BRONX,718-822-0486,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.844355,-73.828806,210,13,26602,2046141,2041710024,Pelham Bay-Country Club-City Island,POINT (-73.828806 40.844355)
OLDER ADULT CENTER CONTRACTS,C5001,MBSCC CONCOURSE PLAZA WELLNESS CENTER FOR OLDER ADULTS (C50),MID BRONX SENIOR CITIZENS COUNCIL INC,900 Grand Concourse,BRONX,NY,10451,BRONX,718-588-8200,Y,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,00:00,00:00,00:00,00:00,40.827412,-73.922277,204,16,18301,2002802,2024600001,East Concourse-Concourse Village,POINT (-73.922277 40.827412)
ELDER ABUSE SERVICES CONTRACTS,1E302,NSHOPP - ELDER JUSTICE - BX (1E3),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,975 Kelly Street Suite 401,BRONX,NY,10459,BRONX,718-542-0006,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.822052,-73.895879,202,17,87,2114693,2027037501,Longwood,POINT (-73.895879 40.822052)
OLDER ADULT CENTER CONTRACTS,C4704,JCCGCI KINGS HIGHWAY OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,1879 East 3rd Street,BROOKLYN,NY,11223,BROOKLYN,917-596-0761,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.604098,-73.969944,315,47,41402,3178594,3066810225,Homecrest,POINT (-73.969944 40.604098)
CASE MANAGEMENT SERVICES CONTRACTS,1MA01,RAIN - CMA - BX 07 08 11 12 (1MA),REGIONAL AID FOR INTERIM NEEDS INC,3377 White Plains Road,BRONX,NY,10467,BRONX,347-346-9676,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.874872,-73.867060,212,12,374,2087299,2046240037,Williamsbridge-Olinville,POINT (-73.86706 40.874872)
OLDER ADULT CENTER CONTRACTS,W1302,GOLDEN PHOENIX 2 (ELMCOR LEFRAK NSC) (W13),ELMCOR YOUTH & ADULT ACTIVITIES INC,95-18 Northern Blvd,FLUSHING,NY,11368,QUEENS,718-651-0096,Y,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,00:00,00:00,00:00,00:00,40.756866,-73.872861,403,21,375,4042344,4017100010,North Corona,POINT (-73.872861 40.756866)
OLDER ADULT CENTER CONTRACTS,W1201,BAY RIDGE CTR FOR LIFE LONG LEARNING (W12),BAY RIDGE CENTER INC d/b/a BAY RIDGE CENTER,15 Bay Ridge Avenue,BROOKLYN,NY,11209,BROOKLYN,718-748-0650,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.638645,-74.035376,310,47,34,3144947,3058590060,Bay Ridge,POINT (-74.035376 40.638645)
OLDER ADULT CENTER CONTRACTS,W1904,PSS MORRISANIA AIR RIGHTS (W19),PRESBYTERIAN SENIOR SERVICES,3135 Park Avenue,BRONX,NY,10451,BRONX,718-992-2528,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.824150,-73.917164,204,16,173,2100990,2024209078,East Concourse-Concourse Village,POINT (-73.917164 40.82415)
OLDER ADULT CENTER CONTRACTS,W2102,SELFHELP BENJAMIN ROSENTHAL (W21),SELFHELP COMMUNITY SERVICES INC,45-25 Kissena Boulevard,FLUSHING,NY,11355,QUEENS,718-886-5777,Y,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,00:00,00:00,40.751765,-73.820331,407,20,1205,4117390,4052000052,East Flushing,POINT (-73.820331 40.751765)
OLDER ADULT CENTER CONTRACTS,VN601,BROOKS SENIOR CENTER (VN6),BROOKS SENIOR CENTER,143-22 109TH AVENUE.,JAMAICA,NY,11435,QUEENS,718-291-3935,Y,,,,,,,,,,,,,,,40.688564,-73.803554,412,28,196,4257866,4119330001,South Jamaica,POINT (-73.803554 40.688564)
HOME DELIVERED MEAL SERVICE CONTRACTS,46E01,CCNS WESTERN QUEENS HOME DELIVERED MEALS PROGRAM (46E),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,89-18 Astoria Boulevard,FLUSHING,NY,11369,QUEENS,718-722-6000,Y,,,,,,,,,,,,,,,40.763727,-73.879570,403,22,329,4032388,4013630011,Jackson Heights,POINT (-73.87957 40.763727)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5201,LINCOLN SQUARE NORC (N52),GODDARD-RIVERSIDE COMMUNITY CENTER,250 W. 66TH STREET,NEW YORK,NY,10023,MANHATTAN,212-874-0860,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.775246,-73.985453,107,06,151,1030342,1011570001,Lincoln Square,POINT (-73.985453 40.775246)
OLDER ADULT CENTER CONTRACTS,C7001,SNAP #1: EASTERN QUEENS OAC (ISC) (C70),SERVICES NOW FOR ADULT PERSONS INC,80-45 Winchester Blvd Bldg. 4,JAMAICA,NY,11427,QUEENS,718-525-8899,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.737685,-73.734021,413,23,1567,4537294,4078800400,Bellerose,POINT (-73.734021 40.737685)
OLDER ADULT CENTER CONTRACTS,W1601,BETANCES (W16),INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,401 St Anns Avenue,BRONX,NY,10454,BRONX,718-292-4922,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.810850,-73.914941,201,08,41,2090993,2022690100,Mott Haven-Port Morris,POINT (-73.914941 40.81085)
OLDER ADULT CENTER CONTRACTS,C0102,AGUDATH ISRAEL MORIAH OLDER ADULT LUNCHEON CLUB (C01),AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,90 Bennett Avenue,NEW YORK,NY,10033,MANHATTAN,212-923-5715,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.853017,-73.935379,112,10,271,1064436,1021800172,Washington Heights North,POINT (-73.935379 40.853017)
OLDER ADULT CENTER CONTRACTS,C7705,TODT HILL OAC (C77),STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC,184 SCHMIDTS LANE,STATEN ISLAND,NY,10314,STATEN ISLAND,718-698-7979,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.609058,-74.119053,502,49,173,5108960,5007060001,New Springville-Bloomfield-Travis,POINT (-74.119053 40.609058)
CASE MANAGEMENT SERVICES CONTRACTS,1M901,NEIGHBORHOOD SHOPP - CMA (1M9),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,910 East 172 Street 2nd Fl.,BRONX,NY,10460,BRONX,718-542-0006,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.834198,-73.890157,203,17,155,2010507,2029770103,Crotona Park East,POINT (-73.890157 40.834198)
CAREGIVER SERVICES CONTRACTS,6K301,SAGE CAREGIVER CITYWIDE (6K3),SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,305 7 AVENUE,NEW YORK,NY,10001,MANHATTAN,212-741-2247,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.746817,-73.993655,105,03,95,1015060,1008037502,Midtown-Midtown South,POINT (-73.993655 40.746817)
HOME DELIVERED MEAL SERVICE CONTRACTS,11Y01,RAIN HOME DELIVERED MEALS - BRONX 2 (11Y),REGIONAL AID FOR INTERIM NEEDS INC,3450 Boston Road,BRONX,NY,10469,BRONX,718-829-2131,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.876304,-73.848594,212,12,364,2060739,2047370105,Eastchester-Edenwald-Baychester,POINT (-73.848594 40.876304)
OLDER ADULT CENTER CONTRACTS,C8305,JASA HOLLISWOOD OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,86-25 Francis Lewis Boulevard,JAMAICA,NY,11427,QUEENS,718-454-6157,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.724948,-73.765107,408,23,492,4226088,4106000019,Jamaica Estates-Holliswood,POINT (-73.765107 40.724948)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5001,PELHAM PARKWAY HOUSES NORC (N50),BRONX HOUSE INC,2435 WILLIAMSBRIDGE RD,BRONX,NY,10469,BRONX,718-652-6363,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.862084,-73.857697,211,13,324,,,Bronxdale,POINT (-73.857697 40.862084)
HOME DELIVERED MEAL SERVICE CONTRACTS,42S01,CORONA HDM QN7 (42S),FLORENCE E. SMITH SENIOR SERVICE,102-19 34th Avenue,FLUSHING,NY,11368,QUEENS,718-899-0553,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.755742,-73.865988,403,21,379,4042602,4017170033,North Corona,POINT (-73.865988 40.755742)
OLDER ADULT CENTER CONTRACTS,C6301,ROCHDALE VILLAGE SC (C63),ROCHDALE VILLAGE SOCIAL SERVICES INC,169-65 137th Avenue,JAMAICA,NY,11434,QUEENS,718-525-2800,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.672622,-73.770641,412,28,33402,4436348,4124950002,Springfield Gardens North,POINT (-73.770641 40.672622)
OLDER ADULT CENTER CONTRACTS,C2801,CYPRESS HILLS FULTON STREET SENIOR CITIZENS CENTER (C28),CYPRESS HILLS-FULTON STREET SENIOR CITIZENS CENTER INC,3208 Fulton Street,BROOKLYN,NY,11208,BROOKLYN,718-235-0064,Y,08:15,04:15,08:15,04:15,08:15,04:15,08:15,04:15,08:15,04:15,00:00,00:00,00:00,00:00,40.682337,-73.876771,305,37,1178,3092631,3041400013,Cypress Hills-City Line,POINT (-73.876771 40.682337)
OLDER ADULT CENTER CONTRACTS,W1604,ELMHURST (W16),INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,75-01 Broadway Avenue,FLUSHING,NY,11373,QUEENS,718-478-7171,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.746172,-73.890208,404,25,267,4036730,4014860013,Elmhurst,POINT (-73.890208 40.746172)
OLDER ADULT CENTER CONTRACTS,C9005,WAYSIDE OUT TOMPKINS PARK SENIOR CENTER (C90),WAYSIDE OUT-REACH DEVELOPMENT INC,550 Greene Avenue,BROOKLYN,NY,11216,BROOKLYN,718-638-3000,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.688666,-73.948775,303,36,251,3050417,3017980040,Bedford,POINT (-73.948775 40.688666)
OLDER ADULT CENTER CONTRACTS,C1708,CCNS RIVERWAY OAC (ISC) (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,230 Riverdale Avenue,BROOKLYN,NY,11212,BROOKLYN,718-942-5345,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.661083,-73.908024,316,42,916,3413856,3036030025,Brownsville,POINT (-73.908024 40.661083)
OLDER ADULT CENTER CONTRACTS,W2004,HOPE GARDENS MULTISERVICE (W20),RISEBORO COMMUNITY PARTNERSHIP INC,195 Linden Street,BROOKLYN,NY,11221,BROOKLYN,718-455-1100,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.695370,-73.917486,304,37,417,3076116,3033240019,Bushwick South,POINT (-73.917486 40.69537)
OLDER ADULT CENTER CONTRACTS,C6903,SAGE CTR AT STONEWALL HOUSE (BROOKLYN) (C69),SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,271 Myrtle Avenue,BROOKLYN,NY,11201,BROOKLYN,646-518-9744,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.693454,-73.978042,302,35,2901,,,Fort Greene,POINT (-73.978042 40.693454)
OLDER ADULT CENTER CONTRACTS,W1906,PSS HARLEM (W19),PRESBYTERIAN SENIOR SERVICES,127 West 127th Street,NEW YORK,NY,10027,MANHATTAN,212-222-3132,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.809488,-73.945496,110,09,224,1057904,1019120012,Central Harlem North-Polo Grounds,POINT (-73.945496 40.809488)
HOME DELIVERED MEAL SERVICE CONTRACTS,15Y01,SENIOR OPTIONS HOME DELIVERED MEALS PROGRAM (15Y),REGIONAL AID FOR INTERIM NEEDS INC,3450 Boston Road,BRONX,NY,10469,BRONX,718-892-5520,Y,,,,,,,,,,,,,,,40.876315,-73.848561,212,12,364,2060739,2047370105,Eastchester-Edenwald-Baychester,POINT (-73.848561 40.876315)
OLDER ADULT CENTER CONTRACTS,W1801,CENTER @ LENOX HILL (ISC) (W18),LENOX HILL NEIGHBORHOOD HOUSE INC,343 East 70th Street,NEW YORK,NY,10021,MANHATTAN,212-218-0315,Y,08:00,06:00,08:00,06:00,08:00,06:00,08:00,06:00,08:00,06:00,08:00,03:00,08:00,03:00,40.766686,-73.957390,108,05,126,1044841,1014450023,Lenox Hill-Roosevelt Island,POINT (-73.95739 40.766686)
OLDER ADULT CENTER CONTRACTS,W2202,JASA DREISER (W22),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,177 Dreiser Loop 2nd Flr.,BRONX,NY,10475,BRONX,718-320-1345,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.877087,-73.829619,210,12,46201,2097469,2051410500,Co-op City,POINT (-73.829619 40.877087)
OLDER ADULT CENTER CONTRACTS,C0503,ARC XVI FORT WASHINGTON OAC (C05),ARC XVI FORT WASHINGTON INC,516 W 181th Street,NEW YORK,NY,10033,MANHATTAN,212-781-5700,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.848436,-73.931650,112,10,269,1063614,1021520067,Washington Heights North,POINT (-73.93165 40.848436)
OLDER ADULT CENTER CONTRACTS,C8311,JASA WILLIAMSBURG OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,202 Graham Avenue,BROOKLYN,NY,11206,BROOKLYN,718-388-6865,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.708879,-73.943443,301,34,493,3344974,3030260001,Bushwick South,POINT (-73.943443 40.708879)
OLDER ADULT CENTER CONTRACTS,C9404,YOUNG ISRAEL WAVECREST & BAYSWATER SENIOR LEAGUE (C94),YOUNG ISRAEL PROGRAMS INC,2716 Healy Avenue,FAR ROCKAWAY,NY,11691,QUEENS,718-327-0297,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.604149,-73.765737,414,31,100802,4300494,4157220041,Far Rockaway-Bayswater,POINT (-73.765737 40.604149)
OLDER ADULT CENTER CONTRACTS,W1402,LIFELONG LEARNING CENTER @ ENCORE WEST (W14),ENCORE COMMUNITY SERVICES,755 10th Avenue,NEW YORK,NY,10019,MANHATTAN,212-991-3726,Y,08:00,04:30,08:00,04:30,08:00,04:30,08:00,04:30,08:00,04:30,00:00,00:00,00:00,00:00,40.765461,-73.991235,104,03,135,1087482,1010800030,Clinton,POINT (-73.991235 40.765461)
OLDER ADULT CENTER CONTRACTS,C9003,WAYSIDE OUT TILDEN SENIOR CENTER (C90),WAYSIDE OUT-REACH DEVELOPMENT INC,630 Mother Gaston Blvd,BROOKLYN,NY,11212,BROOKLYN,718-498-2990,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.663471,-73.905278,316,41,912,3326549,3035760001,Brownsville,POINT (-73.905278 40.663471)
OLDER ADULT CENTER CONTRACTS,W2009,STUYVESANT GARDENS SENIOR CLUB (W20),RISEBORO COMMUNITY PARTNERSHIP INC,150 Malcolm X Boulevard,BROOKLYN,NY,11221,BROOKLYN,347-318-3313,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.688335,-73.930144,303,36,293,3044658,3016360024,Stuyvesant Heights,POINT (-73.930144 40.688335)
ELDER ABUSE SERVICES CONTRACTS,1E401,JASA - ELDER JUSTICE - BK NORTH (1E4),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,202 Graham Avenue,BROOKLYN,NY,11206,BROOKLYN,212-273-5200,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.708879,-73.943443,301,34,493,3344974,3030260001,Bushwick South,POINT (-73.943443 40.708879)
OLDER ADULT CENTER CONTRACTS,C0806,BERGEN BASIN PENN WORTMAN OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,530 Stanley Avenue,BROOKLYN,NY,11207,BROOKLYN,347-318-3770,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.657212,-73.888852,305,42,1104,3324010,3043690011,East New York,POINT (-73.888852 40.657212)
OLDER ADULT CENTER CONTRACTS,C7701,GREAT KILLS OAC (C77),STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC,11 Sampson Avenue,STATEN ISLAND,NY,10308,STATEN ISLAND,718-356-5050,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.552619,-74.149806,503,51,14605,5062569,5046240500,Great Kills,POINT (-74.149806 40.552619)
OLDER ADULT CENTER CONTRACTS,C0301,ALPHA PHI ALPHA SENIOR CITIZENS OAC (C03),ALPHA PHI ALPHA SENIOR CITIZENS CENTER INC,220-01 Linden Blvd,JAMAICA,NY,11411,QUEENS,718-528-8238,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.695105,-73.740004,413,27,596,4244354,4113210006,Cambria Heights,POINT (-73.740004 40.695105)
CASE MANAGEMENT SERVICES CONTRACTS,4ME01,SELFHELP CMA QN 7 (4ME),SELFHELP COMMUNITY SERVICES INC,45-25 Kissena Boulevard,FLUSHING,NY,11375,QUEENS,718-321-8194,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.751765,-73.820331,407,20,1205,4117390,4052000052,East Flushing,POINT (-73.820331 40.751765)
HOME DELIVERED MEAL SERVICE CONTRACTS,29F01,BAY RIDGE CENTER (29F),BAY RIDGE CENTER INC d/b/a BAY RIDGE CENTER,411 OVINGTON AVENUE,BROOKLYN,NY,11209,BROOKLYN,718-748-0650,Y,,,,,,,,,,,,,,,40.633477,-74.023321,310,47,130,3145772,3058730089,Bay Ridge,POINT (-74.023321 40.633477)
OLDER ADULT CENTER CONTRACTS,C7502,ST NICKS ALLIANCE SWINGING SIXTIES OAC 2 (C75),ST. NICKS ALLIANCE CORP.,211 Ainslie Street,BROOKLYN,NY,11211,BROOKLYN,718-963-3793,Y,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,00:00,00:00,00:00,00:00,40.712972,-73.945453,301,34,495,3069039,3027700001,East Williamsburg,POINT (-73.945453 40.712972)
OLDER ADULT CENTER CONTRACTS,C3001,CASABE SENIOR HOUSES AKA EAST HARLEM NSC (C30),EAST HARLEM COUNCIL FOR HUMAN SERVICES INC,150 East 121st Street,NEW YORK,NY,10035,MANHATTAN,212-722-2205,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.801704,-73.939037,111,08,196,1054378,1017690021,East Harlem North,POINT (-73.939037 40.801704)
OLDER ADULT CENTER CONTRACTS,C1107,BRONXWORKS SOUNDVIEW (C11),BRONXWORKS INC,391 Bronx River Avenue,BRONX,NY,10473,BRONX,917-633-5951,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.814436,-73.866773,209,18,20,2127010,2035150040,Soundview-Castle Hill-Clason Point-Harding Park,POINT (-73.866773 40.814436)
CASE MANAGEMENT SERVICES CONTRACTS,1MB01,JASA - CMA - BX03 (1MB),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,3000 MIDDLETOWN ROAD,BRONX,NY,10461,BRONX,212-273-5200,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.843886,-73.830311,210,13,264,2074861,2054000047,Schuylerville-Throgs Neck-Edgewater Park,POINT (-73.830311 40.843886)
OLDER ADULT CENTER CONTRACTS,C8601,UNITED NEIGHBORHOOD SENIOR CITIZENS CTR (C86),UNITED SENIOR CITIZENS OF SUNSET PARK INC,475 53rd Street,BROOKLYN,NY,11220,BROOKLYN,718-439-8647,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.643860,-74.012767,307,38,76,3013917,3008070046,Sunset Park West,POINT (-74.012767 40.64386)
OLDER ADULT CENTER CONTRACTS,C4301,HOPE OF ISRAEL SENIOR CITIZENS CENTER (C43),HOPE OF ISRAEL SENIOR CITIZENS CENTER INC,1068 Gerard Avenue,BRONX,NY,10452,BRONX,718-665-8400,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.832289,-73.922123,204,16,195,2002944,2024780007,West Concourse,POINT (-73.922123 40.832289)
OLDER ADULT CENTER CONTRACTS,C3512,REMSEN SARITA JEAN OAC (C35),FORT GREENE COUNCIL,3304 Clarendon Road,BROOKLYN,NY,11210,BROOKLYN,718-282-1259,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.643428,-73.945697,317,45,830,3111409,3049500001,East Flatbush-Farragut,POINT (-73.945697 40.643428)
OLDER ADULT CENTER CONTRACTS,C4705,JCCGCI MARIEN-HEIM OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,870 Ocean Parkway,BROOKLYN,NY,11230,BROOKLYN,718-438-7771,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.627218,-73.971057,312,44,46201,3170453,3065080006,Flatbush,POINT (-73.971057 40.627218)
OLDER ADULT CENTER CONTRACTS,C1715,CCNS ST. LOUIS OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,230 Kingston Avenue,BROOKLYN,NY,11213,BROOKLYN,718-771-7945,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.671821,-73.941982,308,35,339,3032045,3012500025,Crown Heights North,POINT (-73.941982 40.671821)
OLDER ADULT CENTER CONTRACTS,C9701,NEW BEGINNINGS (RIVERDALE Y) (C97),YM YWHA OF THE BRONX dba RIVERDALE YM YWHA,5625 Arlington Avenue,BRONX,NY,10471,BRONX,718-548-8200,Y,08:00,05:00,08:00,05:00,08:00,05:00,08:00,05:00,08:00,05:00,00:00,00:00,00:00,00:00,40.905009,-73.907133,208,11,323,2086312,2059520374,North Riverdale-Fieldston-Riverdale,POINT (-73.907133 40.905009)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6701,HUDSON GUILD ELLIOTT-CHELSEA NORC (N67),HUDSON GUILD,428 West 26TH STREET,NEW YORK,NY,10001,MANHATTAN,212-760-9800,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.749065,-74.001541,104,03,93,1083581,1007230015,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-74.001541 40.749065)
OLDER ADULT CENTER CONTRACTS,C3102,EAST SIDE HOUSE MELROSE OLDER ADULT CENTER (C31),EAST SIDE HOUSE INC,372 E152 Street,BRONX,NY,10455,BRONX,718-665-2280,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.818516,-73.917930,201,17,67,2090413,2023980014,Melrose South-Mott Haven North,POINT (-73.91793 40.818516)
OLDER ADULT CENTER CONTRACTS,C8102,EDUCATIONAL ALLIANCE WEINBERG OAC (C81),THE EDUCATIONAL ALLIANCE INC,197 East Broadway,NEW YORK,NY,10002,MANHATTAN,646-395-4270,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.714219,-73.988219,103,01,6,1003704,1002850029,Lower East Side,POINT (-73.988219 40.714219)
CAREGIVER SERVICES CONTRACTS,5K101,JCC OF SI CAREGIVER SI (5K1),JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,1297 Arthur Kill Road,STATEN ISLAND,NY,10312,STATEN ISLAND,718-475-5287,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.565339,-74.183774,503,51,228,5077603,5059000105,New Springville-Bloomfield-Travis,POINT (-74.183774 40.565339)
OLDER ADULT CENTER CONTRACTS,C8306,JASA SCHEUER CONEY ISLAND OAC (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,3601 Surf Ave Brooklyn NY 11224,BROOKLYN,NY,11224,BROOKLYN,718-373-3954,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.573144,-74.001587,313,47,342,3321762,3070450031,Seagate-Coney Island,POINT (-74.001587 40.573144)
